Plasmid-ID	Host	Niche	Source	Length	Circular	Conj_type	Plasmidfinder_type	Copy_number	ARG_number	ARG_Type_Subtype	unique_type	unique_subtype	carrying_VF_num	Selection
Kleb-3R-barcode33-contig_9	Kleb-3R-barcode33	Human	WWTP-I	217030	Y	unmob	IncHI2A, IncHI2	2.02073562	19	aminoglycoside__aadA23, aminoglycoside__APH(3')-Ia, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(4)-Ia, aminoglycoside__AAC(3)-IV, aminoglycoside__APH(6)-Id, aminoglycoside__aadA, beta_lactam__TEM-95, beta_lactam__OXA-10, beta_lactam__TEM-1, beta_lactam__CTX-M-65, chloramphenicol__cmlA5, florfenicol__floR, macrolide-lincosamide-streptogramin__linG, quinolone__QnrS1, rifamycin__arr-2, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	9	18	0	Y
Kleb-3R-barcode34-contig_10	Kleb-3R-barcode34	Human	WWTP-I	112141	Y	unmob		1.910320979	0		0	0	0	Y
Kleb-3R-barcode34-contig_2	Kleb-3R-barcode34	Human	WWTP-I	43532	Y	Conj	IncX1	2.00387952	4	florfenicol__floR, tetracycline__tet(X4), tetracycline__tet(A), tetracycline__tet(A)	2	3	0	Y
Kleb-3R-barcode34-contig_3	Kleb-3R-barcode34	Human	WWTP-I	217101	Y	unmob	IncHI2A, IncHI2	1.904980244	19	aminoglycoside__APH(6)-Id, aminoglycoside__AAC(3)-IV, aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, aminoglycoside__APH(3'')-Ib, aminoglycoside__aadA23, aminoglycoside__APH(4)-Ia, beta_lactam__CTX-M-65, beta_lactam__OXA-10, beta_lactam__TEM-1, beta_lactam__TEM-95, chloramphenicol__cmlA5, florfenicol__floR, macrolide-lincosamide-streptogramin__linG, quinolone__QnrS1, rifamycin__arr-2, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	9	18	0	Y
Kleb-3R-barcode34-contig_4	Kleb-3R-barcode34	Human	WWTP-I	72948	Y	Conj	IncFII(pHN7A8)	2.813077106	2	quinolone__QnrS1, tetracycline__tet(A)	2	2	1	Y
Kleb-3R-barcode34-contig_7	Kleb-3R-barcode34	Human	WWTP-I	88838	Y	Conj	IncI1	1.991666621	0		0	0	0	Y
Kleb-3R-barcode35-contig_1	Kleb-3R-barcode35	Human	WWTP-I	36848	N	Conj		2.770035796	0		0	0	0	Y
Kleb-3R-barcode35-contig_14	Kleb-3R-barcode35	Human	WWTP-I	2355	N	unmob		5.549365608	0		0	0	0	Y
Kleb-3R-barcode35-contig_17	Kleb-3R-barcode35	Human	WWTP-I	5232	N	unmob		1.062451377	0		0	0	0	Y
Kleb-3R-barcode35-contig_19	Kleb-3R-barcode35	Human	WWTP-I	82275	N	Conj	IncB/O/K/Z	2.060450654	0		0	0	0	Y
Kleb-3R-barcode35-contig_2	Kleb-3R-barcode35	Human	WWTP-I	38148	N	unmob	IncFII(pSE11)	2.987452206	4	aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, sulfonamide__sul2, tetracycline__tet(A)	3	4	1	Y
Kleb-3R-barcode35-contig_20	Kleb-3R-barcode35	Human	WWTP-I	7180	Y	mob_unconj	Col156	6.709437765	0		0	0	0	Y
Kleb-3R-barcode35-contig_21	Kleb-3R-barcode35	Human	WWTP-I	6846	N	mob_unconj		18.89365721	0		0	0	0	Y
Kleb-3R-barcode35-contig_22	Kleb-3R-barcode35	Human	WWTP-I	111122	N	Conj	IncFIB(AP001918), IncFII	1.529519676	0		0	0	0	Y
Kleb-3R-barcode35-contig_23	Kleb-3R-barcode35	Human	WWTP-I	7418	N	unmob		3.323821628	0		0	0	0	Y
Kleb-3R-barcode35-contig_4	Kleb-3R-barcode35	Human	WWTP-I	2501	N	unmob		1.26878058	0		0	0	0	Y
Kleb-3R-barcode35-contig_6	Kleb-3R-barcode35	Human	WWTP-I	143320	Y	Conj	IncB/O/K/Z	2.149104957	1	beta_lactam__TEM-1	1	1	0	Y
Kleb-3R-barcode35-contig_8	Kleb-3R-barcode35	Human	WWTP-I	59380	N	unmob		1.893062111	0		0	0	0	Y
Kleb-3R-barcode36-contig_2	Kleb-3R-barcode36	Human	WWTP-I	158033	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.531135246	11	aminoglycoside__APH(3')-Ia, aminoglycoside__AAC(3)-IV, aminoglycoside__APH(4)-Ia, aminoglycoside__aadA, beta_lactam__CTX-M-14, beta_lactam__TEM-1, florfenicol__floR, fosfomycin__FosA3, macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul2, trimethoprim__dfrA12	7	11	10	Y
Kleb-3R-barcode38-contig_2	Kleb-3R-barcode38	Human	WWTP-I	63392	Y	unmob	IncY, IncFIA(HI1)	1.492671182	0		0	0	0	Y
Kleb-3R-barcode38-contig_3	Kleb-3R-barcode38	Human	WWTP-I	94176	Y	unmob	IncFIB(K), IncFIA(HI1), IncX1	1.584361903	12	aminoglycoside__aadA, aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, beta_lactam__TEM-1, chloramphenicol__cmlA1, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), quinolone__QnrS2, sulfonamide__sul3, tetracycline__tet(A), tetracycline__tet(M), trimethoprim__dfrA12	9	11	0	Y
Kleb-3R-barcode39-contig_2	Kleb-3R-barcode39	Human	WWTP-I	59749	Y	Conj	IncN	2.329194377	8	aminoglycoside__AAC(6')-Ib-cr, aminoglycoside__aadA16, beta_lactam__TEM-1, quinolone__QnrB6, sulfonamide__sul1, sulfonamide__sul1, tetracycline__tet(A), trimethoprim__dfrA27	6	7	0	Y
Kleb-3R-barcode39-contig_3	Kleb-3R-barcode39	Human	WWTP-I	141276	Y	Conj	IncQ1, IncFII(K)	1.385240559	18	aminoglycoside__APH(6)-Id, aminoglycoside__AAC(3)-IId, aminoglycoside__APH(3')-Ia, aminoglycoside__APH(3'')-Ib, aminoglycoside__aadA16, aminoglycoside__AAC(6')-Ib-cr, beta_lactam__CTX-M-3, beta_lactam__TEM-1, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A), quinolone__QnrS1, quinolone__QnrB20, rifamycin__arr-3, sulfonamide__sul1, sulfonamide__sul1, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA27	9	17	0	Y
Kleb-3R-barcode40-contig_2	Kleb-3R-barcode40	Human	WWTP-I	9371	Y	mob_unconj		35.33673838	0		0	0	0	Y
Kleb-3R-barcode40-contig_3	Kleb-3R-barcode40	Human	WWTP-I	119637	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.640736267	5	aminoglycoside__AAC(3)-IIe, aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55, tetracycline__tet(A), trimethoprim__dfrA14	4	5	5	Y
Kleb-3R-barcode40-contig_5	Kleb-3R-barcode40	Human	WWTP-I	110599	Y	Conj	IncI1	1.314180089	5	aminoglycoside__aadA, beta_lactam__TEM-1, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul3	5	5	0	Y
Kleb-3R-barcode40-contig_6	Kleb-3R-barcode40	Human	WWTP-I	9638	Y	mob_unconj		4.284129036	0		0	0	0	Y
Kleb-3R-barcode41-contig_2	Kleb-3R-barcode41	Human	WWTP-I	152736	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.555393407	8	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(3')-Ia, aminoglycoside__APH(6)-Id, florfenicol__floR, sulfonamide__sul2, sulfonamide__sul3, tetracycline__tet(A), trimethoprim__dfrA14	5	8	10	Y
Kleb-3R-barcode41-contig_3	Kleb-3R-barcode41	Human	WWTP-I	106584	Y	Conj	IncI1	1.030756034	3	aminoglycoside__aadA23, beta_lactam__TEM-1, beta_lactam__CTX-M-14	2	3	1	Y
Kleb-3R-barcode41-contig_4	Kleb-3R-barcode41	Human	WWTP-I	12981	Y	mob_unconj		4.170795052	0		0	0	0	Y
Kleb-3R-barcode42-contig_2	Kleb-3R-barcode42	Human	WWTP-I	169695	Y	Conj	IncFIB(AP001918), IncFII(pRSB107)	2.048961384	4	aminoglycoside__AAC(3)-IId, beta_lactam__TEM-1, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A)	4	4	7	Y
Kleb-3R-barcode42-contig_3	Kleb-3R-barcode42	Human	WWTP-I	12521	Y	mob_unconj	IncQ1, IncQ1	46.09765464	0		0	0	0	Y
Kleb-3R-barcode42-contig_5	Kleb-3R-barcode42	Human	WWTP-I	12779	Y	mob_unconj		3.051062477	0		0	0	0	Y
Kleb-3R-barcode42-contig_6	Kleb-3R-barcode42	Human	WWTP-I	41992	Y	Conj	IncX1	1.54074204	1	aminoglycoside__APH(3')-Ia	1	1	0	Y
Kleb-3R-barcode42-contig_7	Kleb-3R-barcode42	Human	WWTP-I	86696	Y	Conj	IncI1	1.751166159	1	beta_lactam__CTX-M-55	1	1	0	Y
Kleb-3R-barcode43-contig_1	Kleb-3R-barcode43	Human	WWTP-I	61793	Y	mob_unconj	IncFII(pCoo)	1.659822164	5	quinolone__QnrS1, rifamycin__arr-2, tetracycline__tet(A), trimethoprim__dfrA14, trimethoprim__dfrA14	4	4	0	Y
Kleb-3R-barcode43-contig_3	Kleb-3R-barcode43	Human	WWTP-I	195273	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.435924319	0		0	0	11	Y
Kleb-3R-barcode43-contig_4	Kleb-3R-barcode43	Human	WWTP-I	189736	Y	unmob	IncHI2A, IncHI2	1.414008872	4	aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A)	4	4	0	Y
Kleb-3R-barcode43-contig_6	Kleb-3R-barcode43	Human	WWTP-I	63033	Y	Conj	IncI2	2.563596596	0		0	0	0	Y
Kleb-3R-barcode44-contig_2	Kleb-3R-barcode44	Human	WWTP-I	17271	Y	mob_unconj		42.63172974	0		0	0	0	Y
Kleb-3R-barcode44-contig_5	Kleb-3R-barcode44	Human	WWTP-I	128906	Y	mob_unconj	IncFIB(AP001918), IncFII	1.533789097	1	aminoglycoside__APH(3')-IIa	1	1	0	Y
Kleb-3R-barcode45-contig_2	Kleb-3R-barcode45	Human	WWTP-I	32583	Y	unmob	IncX1	36.26811139	3	quinolone__QnrS1, tetracycline__tet(A), trimethoprim__dfrA17	3	3	0	Y
Kleb-3R-barcode45-contig_3	Kleb-3R-barcode45	Human	WWTP-I	148865	Y	Conj	IncFIB(AP001918), IncFII	1.992417543	8	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, aminoglycoside__APH(3')-Ia, beta_lactam__TEM-1, florfenicol__floR, sulfonamide__sul2, sulfonamide__sul3, tetracycline__tet(A)	5	8	6	Y
Kleb-3R-barcode47-contig_2	Kleb-3R-barcode47	Human	WWTP-I	167499	Y	Conj	IncX1	1.157355522	8	aminoglycoside__aadA, beta_lactam__OXA-10, chloramphenicol__cmlA5, quinolone__QnrS1, rifamycin__arr-2, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	7	7	0	Y
Kleb-3R-barcode47-contig_3	Kleb-3R-barcode47	Human	WWTP-I	73040	Y	Conj	IncFII(pCoo)	0.967118396	3	aminoglycoside__APH(3')-IIa, beta_lactam__TEM-209, beta_lactam__CTX-M-55	2	3	0	Y
Kleb-3R-barcode48-contig_2	Kleb-3R-barcode48	Human	WWTP-I	33273	N	unmob	IncR	1.504552909	2	quinolone__QnrS1, tetracycline__tet(A)	2	2	0	Y
Kleb-3R-barcode48-contig_5	Kleb-3R-barcode48	Human	WWTP-I	84574	Y	Conj	IncI1	1.888755071	0		0	0	0	Y
Kleb-3R-barcode51-contig_3	Kleb-3R-barcode51	Environment	WWTP-E	126608	Y	mob_unconj	p0111, IncHI1B(CIT)	1.190439987	6	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA17	5	6	0	Y
Kleb-3R-barcode51-contig_4	Kleb-3R-barcode51	Environment	WWTP-E	107502	Y	Conj	IncI1	1.083699613	4	aminoglycoside__aadA, beta_lactam__TEM-1, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul3	4	4	0	Y
Kleb-3R-barcode51-contig_5	Kleb-3R-barcode51	Environment	WWTP-E	200991	Y	Conj	IncFIB(AP001918), IncFIC(FII), IncFIA	1.500304131	0		0	0	10	Y
Kleb-3R-barcode53-contig_2	Kleb-3R-barcode53	Environment	WWTP-E	138656	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.291086166	11	aminoglycoside__aadA23, aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, aminoglycoside__AAC(3)-IIe, beta_lactam__CTX-M-55, florfenicol__floR, macrolide-lincosamide-streptogramin__linG, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul3, tetracycline__tet(A), trimethoprim__dfrA14	7	11	5	Y
Kleb-3R-barcode53-contig_4	Kleb-3R-barcode53	Environment	WWTP-E	88457	Y	Conj	IncI1	0.930512571	0		0	0	0	Y
Kleb-3R-barcode55-contig_4	Kleb-3R-barcode55	Environment	WWTP-E	147260	N	Conj	IncFIB(AP001918), IncFIC(FII)	1.932199721	16	aminoglycoside__aadA23, aminoglycoside__APH(3')-Ia, aminoglycoside__AAC(3)-IIe, aminoglycoside__aadA, aminoglycoside__aadA23, beta_lactam__CTX-M-55, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), macrolide-lincosamide-streptogramin__linG, macrolide-lincosamide-streptogramin__linG, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul3, sulfonamide__sul3, tetracycline__tet(A), trimethoprim__dfrA14, trimethoprim__dfrA14	7	11	5	Y
Kleb-3R-barcode55-contig_5	Kleb-3R-barcode55	Environment	WWTP-E	88398	Y	Conj	IncI1	0.990970154	0		0	0	0	Y
Kleb-3R-barcode56-contig_2	Kleb-3R-barcode56	Environment	WWTP-E	7642	Y	mob_unconj	Col440II, Col440II	34.67122467	0		0	0	0	Y
Kleb-3R-barcode56-contig_3	Kleb-3R-barcode56	Environment	WWTP-E	86577	Y	Conj	IncI1	1.664375932	0		0	0	0	Y
Kleb-3R-barcode56-contig_7	Kleb-3R-barcode56	Environment	WWTP-E	53297	Y	mob_unconj	IncP1	2.29748805	3	bleomycin__bleomycin resistance protein, polymyxin__mcr-3.19, polymyxin__mcr-1.1	2	3	0	Y
Kleb-3R-barcode56-contig_8	Kleb-3R-barcode56	Environment	WWTP-E	66584	Y	Conj	IncX1, IncX1	1.850802268	0		0	0	0	Y
Kleb-3R-barcode57-contig_3	Kleb-3R-barcode57	Environment	WWTP-E	179436	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.384533196	12	aminoglycoside__aadA, aminoglycoside__aadA, aminoglycoside__APH(3')-IIa, beta_lactam__TEM-1, beta_lactam__CTX-M-55, chloramphenicol__cmlA1, macrolide-lincosamide-streptogramin__mef(B), macrolide-lincosamide-streptogramin__mph(A), quinolone__QnrS1, sulfonamide__sul2, tetracycline__tet(M), trimethoprim__dfrA12	8	11	6	Y
Kleb-3R-barcode57-contig_4	Kleb-3R-barcode57	Environment	WWTP-E	4724	Y	unmob		6.759423098	0		0	0	0	Y
Kleb-3R-barcode58-contig_13	Kleb-3R-barcode58	Environment	WWTP-E	12979	Y	mob_unconj		2.201507019	0		0	0	0	Y
Kleb-3R-barcode58-contig_4	Kleb-3R-barcode58	Environment	WWTP-E	94341	Y	Conj	IncFII(pHN7A8)	1.458972784	8	aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, beta_lactam__TEM-1, beta_lactam__CTX-M-55, florfenicol__floR, fosfomycin__FosA3, sulfonamide__sul2, tetracycline__tet(A)	6	8	1	Y
Kleb-3R-barcode58-contig_5	Kleb-3R-barcode58	Environment	WWTP-E	7599	Y	mob_unconj		19.2837768	0		0	0	0	Y
Kleb-3R-barcode58-contig_6	Kleb-3R-barcode58	Environment	WWTP-E	167212	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.553701968	0		0	0	12	Y
Kleb-3R-barcode58-contig_8	Kleb-3R-barcode58	Environment	WWTP-E	5972	N	unmob		1.097178492	0		0	0	0	Y
Kleb-3R-barcode59-contig_1	Kleb-3R-barcode59	Environment	WWTP-E	12379	Y	unmob	Col440I, Col440I	13.09845186	0		0	0	0	Y
Kleb-3R-barcode59-contig_3	Kleb-3R-barcode59	Environment	WWTP-E	224431	Y	mob_unconj	IncHI2A, IncHI2	0.870200902	9	aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(3')-Ia, aminoglycoside__aadA23, aminoglycoside__AAC(3)-IId, macrolide-lincosamide-streptogramin__mef(B), macrolide-lincosamide-streptogramin__linG, sulfonamide__sul3, tetracycline__tet(A)	4	9	0	Y
Kleb-3R-barcode59-contig_4	Kleb-3R-barcode59	Environment	WWTP-E	148271	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.247474882	6	beta_lactam__TEM-135, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	5	5	10	Y
Kleb-3R-barcode59-contig_5	Kleb-3R-barcode59	Environment	WWTP-E	88390	Y	Conj	IncI1	0.950695756	0		0	0	0	Y
Kleb-3R-barcode60-contig_1	Kleb-3R-barcode60	Environment	WWTP-E	188067	Y	mob_unconj	IncHI1B(R27), IncHI1A, IncFIA(HI1)	1.290844909	5	aminoglycoside__aadA23, beta_lactam__TEM-1, florfenicol__floR, macrolide-lincosamide-streptogramin__lnu(G), tetracycline__tet(X4)	5	5	0	Y
Kleb-3R-barcode60-contig_10	Kleb-3R-barcode60	Environment	WWTP-E	6758	Y	mob_unconj	Col156	5.205354914	0		0	0	0	Y
Kleb-3R-barcode60-contig_11	Kleb-3R-barcode60	Environment	WWTP-E	107769	Y	unmob	p0111	1.08451534	1	beta_lactam__CTX-M-55	1	1	0	Y
Kleb-3R-barcode60-contig_2	Kleb-3R-barcode60	Environment	WWTP-E	44394	Y	Conj	IncX4	2.041308263	0		0	0	0	Y
Kleb-3R-barcode60-contig_3	Kleb-3R-barcode60	Environment	WWTP-E	133277	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.805684619	12	aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, aminoglycoside__AAC(3)-IId, aminoglycoside__aadA, beta_lactam__TEM-1, chloramphenicol__cmlA1, florfenicol__floR, sulfonamide__sul2, sulfonamide__sul3, tetracycline__tet(A), tetracycline__tet(M), trimethoprim__dfrA12	7	11	1	Y
Kleb-3R-barcode60-contig_4	Kleb-3R-barcode60	Environment	WWTP-E	4637	Y	mob_unconj	ColRNAI	5.918399573	0		0	0	0	Y
Kleb-3R-barcode60-contig_5	Kleb-3R-barcode60	Environment	WWTP-E	10775	Y	mob_unconj		1.481985332	0		0	0	0	Y
Kleb-3R-barcode61-contig_2	Kleb-3R-barcode61	Environment	WWTP-E	136479	Y	Conj	IncFIB(AP001918), IncQ1, IncFIC(FII)	1.155879415	5	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(3')-Ia, aminoglycoside__APH(6)-Id, beta_lactam__CTX-M-65, sulfonamide__sul2	3	5	10	Y
Kleb-3R-barcode61-contig_3	Kleb-3R-barcode61	Environment	WWTP-E	6067	Y	unmob		23.31763597	0		0	0	0	Y
Kleb-3R-barcode61-contig_4	Kleb-3R-barcode61	Environment	WWTP-E	90144	Y	unmob	IncY	0.787679861	0		0	0	0	Y
Kleb-3R-barcode61-contig_5	Kleb-3R-barcode61	Environment	WWTP-E	46387	Y	Conj	IncX1	1.574375199	6	aminoglycoside__APH(3')-Ia, beta_lactam__TEM-176, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), trimethoprim__dfrA14	6	6	0	Y
Kleb-3R-barcode62-contig_2	Kleb-3R-barcode62	Environment	WWTP-E	4126	N	unmob		1.191121192	0		0	0	0	Y
Kleb-3R-barcode62-contig_5	Kleb-3R-barcode62	Environment	WWTP-E	6044	Y	unmob		23.05692306	0		0	0	0	Y
Kleb-3R-barcode62-contig_6	Kleb-3R-barcode62	Environment	WWTP-E	46398	Y	Conj	IncX1	1.600419514	6	aminoglycoside__APH(3')-Ia, beta_lactam__TEM-176, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), trimethoprim__dfrA14	6	6	0	Y
Kleb-3R-barcode62-contig_7	Kleb-3R-barcode62	Environment	WWTP-E	90130	Y	unmob	IncY	0.88158865	0		0	0	0	Y
Kleb-3R-barcode62-contig_8	Kleb-3R-barcode62	Environment	WWTP-E	136479	Y	Conj	IncFIB(AP001918), IncQ1, IncFIC(FII)	1.255000161	5	aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-65, sulfonamide__sul2	3	5	10	Y
Kleb-3R-barcode63-contig_1	Kleb-3R-barcode63	Environment	WWTP-E	48596	Y	Conj	IncX1	1.81259102	6	aminoglycoside__APH(3')-Ia, beta_lactam__TEM-176, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), trimethoprim__dfrA14	6	6	0	Y
Kleb-3R-barcode63-contig_3	Kleb-3R-barcode63	Environment	WWTP-E	196741	Y	Conj	IncFIB(AP001918), IncFIC(FII), IncFIA	1.505492957	0		0	0	10	Y
Kleb-3R-barcode63-contig_4	Kleb-3R-barcode63	Environment	WWTP-E	116219	Y	Conj	IncY	1.311096685	11	aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, beta_lactam__OXA-10, chloramphenicol__cmlA5, florfenicol__floR, quinolone__QnrS1, rifamycin__arr-2, sulfonamide__sul2, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	9	10	0	Y
Kleb-3R-barcode64-contig_2	Kleb-3R-barcode64	Environment	WWTP-E	7329	Y	unmob		29.27293654	0		0	0	0	Y
Kleb-3R-barcode64-contig_3	Kleb-3R-barcode64	Environment	WWTP-E	231004	Y	mob_unconj	IncHI2A, IncHI2	1.0676676	8	aminoglycoside__APH(3')-Ia, beta_lactam__NDM-5, bleomycin__bleomycin resistance protein, bleomycin__bleomycin resistance protein, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul1, sulfonamide__sul2	6	7	0	Y
Kleb-3R-barcode64-contig_4	Kleb-3R-barcode64	Environment	WWTP-E	49765	Y	unmob	IncX1	1.837203463	15	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(3')-IIa, aminoglycoside__APH(6)-Id, aminoglycoside__aadA, beta_lactam__OXA-10, beta_lactam__TEM-1, chloramphenicol__cmlA5, florfenicol__floR, quinolone__QnrS2, rifamycin__arr-2, sulfonamide__sul2, sulfonamide__sul2, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	9	13	0	Y
Kleb-3R-barcode64-contig_5	Kleb-3R-barcode64	Environment	WWTP-E	70666	Y	Conj	IncFIB(K), Col440I	1.562721698	0		0	0	0	Y
Kleb-3R-barcode65-contig_1	Kleb-3R-barcode65	Environment	WWTP-E	280771	Y	mob_unconj	IncHI2A, IncX1, IncHI2	1.055192342	23	aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, aminoglycoside__APH(3')-IIa, aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, beta_lactam__NDM-5, beta_lactam__TEM-1, beta_lactam__OXA-10, bleomycin__bleomycin resistance protein, bleomycin__bleomycin resistance protein, chloramphenicol__cmlA5, florfenicol__floR, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A), quinolone__QnrS2, rifamycin__arr-2, sulfonamide__sul2, sulfonamide__sul1, sulfonamide__sul2, sulfonamide__sul2, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	11	18	0	Y
Kleb-3R-barcode65-contig_4	Kleb-3R-barcode65	Environment	WWTP-E	69758	Y	Conj	IncFIB(K), Col440I	1.376255057	0		0	0	0	Y
Kleb-3R-barcode70-contig_1	Kleb-3R-barcode70	Environment	WWTP-E	49766	Y	unmob	IncX1	1.727763314	15	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(3')-IIa, aminoglycoside__aadA, aminoglycoside__APH(6)-Id, beta_lactam__TEM-1, beta_lactam__OXA-10, chloramphenicol__cmlA5, florfenicol__floR, quinolone__QnrS2, rifamycin__arr-2, sulfonamide__sul2, sulfonamide__sul2, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	9	13	0	Y
Kleb-3R-barcode70-contig_3	Kleb-3R-barcode70	Environment	WWTP-E	14322	Y	unmob		22.71657643	0		0	0	0	Y
Kleb-3R-barcode70-contig_4	Kleb-3R-barcode70	Environment	WWTP-E	231007	Y	mob_unconj	IncHI2A, IncHI2	1.062759813	8	aminoglycoside__APH(3')-Ia, beta_lactam__NDM-5, bleomycin__bleomycin resistance protein, bleomycin__bleomycin resistance protein, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul1, sulfonamide__sul2	6	7	0	Y
Kleb-3R-barcode70-contig_5	Kleb-3R-barcode70	Environment	WWTP-E	70793	Y	Conj	IncFIB(K), Col440I	1.546792681	0		0	0	0	Y
Kleb-3R-barcode73-contig_2	Kleb-3R-barcode73	Environment	WWTP-E	95874	Y	Conj	IncFII(pCoo)	1.127343842	5	aminoglycoside__AAC(3)-IId, beta_lactam__TEM-1, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A), trimethoprim__dfrA5	5	5	2	Y
Kleb-3R-barcode74-contig_3	Kleb-3R-barcode74	Environment	WWTP-E	3965	Y	unmob		10.31201755	0		0	0	0	Y
Kleb-3R-barcode74-contig_4	Kleb-3R-barcode74	Environment	WWTP-E	46569	Y	Conj	IncX1	0.971648312	6	aminoglycoside__APH(3')-Ia, beta_lactam__TEM-176, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), trimethoprim__dfrA14	6	6	0	Y
Kleb-3R-barcode76-contig_1	Kleb-3R-barcode76	Environment	WWTP-E	11771	N	unmob		6.978935592	5	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, aminoglycoside__APH(3')-IIa, sulfonamide__sul2, tetracycline__tet(A)	3	5	0	Y
Kleb-3R-barcode76-contig_10	Kleb-3R-barcode76	Environment	WWTP-E	51026	N	unmob		6.283471846	1	beta_lactam__TEM-1	1	1	0	Y
Kleb-3R-barcode76-contig_11	Kleb-3R-barcode76	Environment	WWTP-E	7561	Y	mob_unconj		31.72749703	0		0	0	0	Y
Kleb-3R-barcode76-contig_12	Kleb-3R-barcode76	Environment	WWTP-E	30578	Y	Conj		4.993340269	1	beta_lactam__TEM-185	1	1	0	Y
Kleb-3R-barcode76-contig_2	Kleb-3R-barcode76	Environment	WWTP-E	11490	N	unmob	IncFIB(K), IncFIA(HI1)	2.950674593	0		0	0	0	Y
Kleb-3R-barcode76-contig_4	Kleb-3R-barcode76	Environment	WWTP-E	17046	N	unmob		10.002107	7	aminoglycoside__aadA, aminoglycoside__aadA, chloramphenicol__cmlA1, macrolide-lincosamide-streptogramin__mef(B), quinolone__QnrS1, sulfonamide__sul3, trimethoprim__dfrA12	6	6	0	Y
Kleb-3R-barcode76-contig_5	Kleb-3R-barcode76	Environment	WWTP-E	6218	N	unmob		10.63786377	1	florfenicol__floR	1	1	0	Y
Kleb-3R-barcode76-contig_6	Kleb-3R-barcode76	Environment	WWTP-E	2505	N	unmob		13.48538601	0		0	0	0	Y
Kleb-3R-barcode76-contig_8	Kleb-3R-barcode76	Environment	WWTP-E	18959	Y	mob_unconj	IncQ1, IncQ1, IncQ1	21.20707962	0		0	0	0	Y
