Contig-gene-ID	Gene-ID
pig-inf-barcode64-contig_7_825	DQ449578.gene.p01
pig-inf-barcode68-contig_8_154	DQ449578.gene.p01
pig-inf-barcode69-contig_4_15	DQ449578.gene.p01
pig-inf-barcode73-contig_1_73	DQ449578.gene.p01
pig-inf-barcode74-contig_3_73	DQ449578.gene.p01
pig-inf-barcode77-contig_1_63	DQ449578.gene.p01
pig-inf-barcode78-contig_2_241	DQ810789.1.gene1.p01
pig-inf-barcode78-contig_2_159	DQ449578.gene.p01
pig-inf-barcode79-contig_2_290	DQ810789.1.gene1.p01
pig-inf-barcode79-contig_2_296	DQ449578.gene.p01
pig-inf-barcode79-contig_3_3996	DQ449578.gene.p01
pig-inf-barcode80-contig_1_92	DQ449578.gene.p01
pig-inf-barcode80-contig_5_9	DQ810789.1.gene1.p01
pig-inf-barcode81-contig_10_257	DQ810789.1.gene1.p01
pig-inf-barcode81-contig_10_251	DQ449578.gene.p01
pig-inf-barcode83-contig_8_13	DQ810789.1.gene1.p01
pig-inf-barcode83-contig_8_72	DQ810789.1.gene1.p01
pig-inf-barcode83-contig_8_113	DQ449578.gene.p01
pig-inf-barcode83-contig_8_54	DQ449578.gene.p01
pig-inf-barcode84-contig_14_119	DQ810789.1.gene1.p01
pig-inf-barcode86-contig_4_55	DQ810789.1.gene1.p01
pig-inf-barcode86-contig_4_61	DQ449578.gene.p01
pig-inf-barcode87-contig_1_91	DQ449578.gene.p01
pig-inf-barcode87-contig_7_91	DQ810789.1.gene1.p01
pig-inf-barcode88-contig_3_65	DQ449578.gene.p01
pig-inf-barcode88-contig_7_81	DQ810789.1.gene1.p01
pig-inf-barcode89-contig_1_67	DQ449578.gene.p01
pig-inf-barcode89-contig_8_49	DQ810789.1.gene1.p01
pig-inf-barcode90-contig_1_42	DQ810789.1.gene1.p01
pig-inf-barcode90-contig_1_48	DQ449578.gene.p01
pig-inf-barcode92-contig_5_42	DQ810789.1.gene1.p01
pig-inf-barcode92-contig_5_48	DQ449578.gene.p01
pig-inf-barcode93-contig_11_75	DQ449578.gene.p01
pig-inf-barcode93-contig_3_54	DQ810789.1.gene1.p01
pig-inf-barcode94-contig_2_151	DQ810789.1.gene1.p01
pig-inf-barcode94-contig_7_12	DQ449578.gene.p01
pig-inf-barcode95-contig_8_130	AY156923.1.gene1.p01
pig-inf-barcode96-contig_13_53	DQ810789.1.gene1.p01
pig-inf-barcode96-contig_2_77	DQ449578.gene.p01
pseu-barcode48-contig_1_1466	AF174129.3.gene9.p01
pseu-barcode73-contig_3_2701	DQ810789.1.gene1.p01
pseu-barcode80-contig_1_4247	DQ449578.gene.p01
pseu-barcode80-contig_2_131	AAF72530
R4R-barcode01-contig_5_14	DQ810789.1.gene1.p01
R4R-barcode01-contig_5_70	DQ810789.1.gene1.p01
R4R-barcode01-contig_5_19	DQ449578.gene.p01
R4R-barcode01-contig_5_75	DQ449578.gene.p01
R4R-barcode02-contig_3_82	DQ810789.1.gene1.p01
R4R-barcode02-contig_3_42	DQ449578.gene.p01
R4R-barcode03-contig_5_43	DQ810789.1.gene1.p01
R4R-barcode03-contig_6_94	DQ449578.gene.p01
R4R-barcode04-contig_2_67	DQ810789.1.gene1.p01
R4R-barcode04-contig_2_107	DQ449578.gene.p01
R4R-barcode05-contig_2_10	DQ449578.gene.p01
R4R-barcode05-contig_3_49	DQ810789.1.gene1.p01
R4R-barcode06-contig_1_278	DQ810789.1.gene1.p01
R4R-barcode06-contig_1_272	DQ449578.gene.p01
R4R-barcode07-contig_6_66	DQ810789.1.gene1.p01
R4R-barcode07-contig_6_26	DQ449578.gene.p01
R4R-barcode08-contig_7_66	DQ810789.1.gene1.p01
R4R-barcode08-contig_7_26	DQ449578.gene.p01
R4R-barcode09-contig_4_57	DQ810789.1.gene1.p01
R4R-barcode11-contig_2_163	DQ810789.1.gene1.p01
R4R-barcode12-contig_7_60	DQ810789.1.gene1.p01
R4R-barcode13-contig_2_110	DQ810789.1.gene1.p01
R4R-barcode14-contig_2_74	DQ810789.1.gene1.p01
R4R-barcode14-contig_4_93	DQ449578.gene.p01
R4R-barcode15-contig_1_1133	DQ810789.1.gene1.p01
R4R-barcode16-contig_8_171	EF418608.1.gene1.p01
R4R-barcode16-contig_8_195	DQ449578.gene.p01
R4R-barcode17-contig_3_114	DQ810789.1.gene1.p01
R4R-barcode17-contig_4_36	DQ449578.gene.p01
R4R-barcode17-contig_5_39	DQ449578.gene.p01
R4R-barcode17-contig_5_86	DQ449578.gene.p01
R4R-barcode18-contig_1_1133	DQ810789.1.gene1.p01
R4R-barcode20-contig_6_53	DQ810789.1.gene1.p01
R4R-barcode20-contig_6_67	DQ449578.gene.p01
R4R-barcode21-contig_4_288	DQ810789.1.gene1.p01
R4R-barcode21-contig_4_282	DQ449578.gene.p01
R4R-barcode24-contig_1_21	EF418608.1.gene1.p01
R4R-barcode24-contig_1_5	DQ449578.gene.p01
R4R-barcode25-contig_2_42	DQ810789.1.gene1.p01
R4R-barcode25-contig_2_66	DQ449578.gene.p01
R4R-barcode25-contig_4_62	DQ449578.gene.p01
R4R-barcode25-contig_5_15	DQ449578.gene.p01
R4R-barcode25-contig_5_49	DQ449578.gene.p01
R4R-barcode26-contig_2_35	DQ449578.gene.p01
R4R-barcode26-contig_2_1	ACJ24509
R4R-barcode26-contig_3_47	DQ449578.gene.p01
R4R-barcode26-contig_5_71	DQ810789.1.gene1.p01
R4R-barcode26-contig_5_47	DQ449578.gene.p01
R4R-barcode27-contig_2_58	DQ449578.gene.p01
R4R-barcode27-contig_2_24	DQ449578.gene.p01
R4R-barcode27-contig_3_102	DQ810789.1.gene1.p01
R4R-barcode27-contig_3_78	DQ449578.gene.p01
R4R-barcode27-contig_5_51	DQ449578.gene.p01
R4R-barcode28-contig_2_47	DQ449578.gene.p01
R4R-barcode28-contig_3_13	DQ449578.gene.p01
R4R-barcode28-contig_3_47	DQ449578.gene.p01
R4R-barcode29-contig_2_10	DQ449578.gene.p01
R4R-barcode29-contig_3_63	DQ449578.gene.p01
R4R-barcode30-contig_2_25	DQ449578.gene.p01
R4R-barcode30-contig_4_5	DQ810789.1.gene1.p01
R4R-barcode30-contig_4_84	DQ449578.gene.p01
R4R-barcode30-contig_5_82	DQ449578.gene.p01
R4R-barcode31-contig_2_42	DQ449578.gene.p01
R4R-barcode31-contig_3_5	DQ810789.1.gene1.p01
R4R-barcode31-contig_3_84	DQ449578.gene.p01
R4R-barcode31-contig_5_36	DQ449578.gene.p01
R4R-barcode31-contig_5_2	DQ449578.gene.p01
R4R-barcode32-contig_4_98	DQ810789.1.gene1.p01
R4R-barcode32-contig_4_19	DQ449578.gene.p01
R4R-barcode32-contig_5_31	DQ449578.gene.p01
R4R-barcode33-contig_1_16	DQ810789.1.gene1.p01
R4R-barcode33-contig_4_412	DQ810789.1.gene1.p01
R4R-barcode34-contig_1_1011	DQ810789.1.gene1.p01
R4R-barcode34-contig_5_73	DQ810789.1.gene1.p01
R4R-barcode35-contig_1_411	DQ810789.1.gene1.p01
R4R-barcode35-contig_3_79	DQ810789.1.gene1.p01
R4R-barcode36-contig_2_111	DQ449578.gene.p01
R4R-barcode36-contig_4_120	AAF72530
R4R-barcode37-contig_1_1903	DQ810789.1.gene1.p01
R4R-barcode37-contig_2_26	DQ810789.1.gene1.p01
R4R-barcode38-contig_1_1904	DQ810789.1.gene1.p01
R4R-barcode38-contig_3_30	DQ810789.1.gene1.p01
R4R-barcode39-contig_2_2602	DQ810789.1.gene1.p01
R4R-barcode39-contig_3_20	DQ810789.1.gene1.p01
R4R-barcode40-contig_4_3882	DQ810789.1.gene1.p01
R4R-barcode40-contig_5_83	DQ810789.1.gene1.p01
R4R-barcode42-contig_8_8	DQ810789.1.gene1.p01
R4R-barcode42-contig_8_13	DQ449578.gene.p01
R4R-barcode43-contig_5_48	DQ810789.1.gene1.p01
R4R-barcode43-contig_5_53	DQ449578.gene.p01
R4R-barcode43-contig_7_9	ABE98197
R4R-barcode44-contig_4_78	ABE98197
R4R-barcode44-contig_5_15	DQ810789.1.gene1.p01
R4R-barcode44-contig_5_10	DQ449578.gene.p01
R4R-barcode45-contig_1_718	AAY27811
R4R-barcode45-contig_1_712	DQ449578.gene.p01
R4R-barcode45-contig_2_172	DQ449578.gene.p01
R4R-barcode46-contig_2_34	DQ449578.gene.p01
R4R-barcode46-contig_5_25	DQ810789.1.gene1.p01
R4R-barcode49-contig_4_16	DQ810789.1.gene1.p01
R4R-barcode49-contig_4_37	DQ810789.1.gene1.p01
R4R-barcode50-contig_138_17	DQ810789.1.gene1.p01
R4R-barcode50-contig_41_13	DQ810789.1.gene1.p01
R4R-barcode54-contig_3_34	DQ810789.1.gene1.p01
R4R-barcode55-contig_7_4	DQ810789.1.gene1.p01
R4R-barcode56-contig_7_43	DQ810789.1.gene1.p01
R4R-barcode57-contig_2_103	DQ810789.1.gene1.p01
R4R-barcode58-contig_1_3110	EF418608.1.gene1.p01
R4R-barcode58-contig_1_3136	DQ449578.gene.p01
R4R-barcode60-contig_2_2	DQ810789.1.gene1.p01
R4R-barcode62-contig_6_167	EF418608.1.gene1.p01
R4R-barcode62-contig_6_138	DQ449578.gene.p01
R4R-barcode64-contig_3_65	DQ810789.1.gene1.p01
R4R-barcode66-contig_5_18	ABE98197
R4R-barcode67-contig_5_3	DQ810789.1.gene1.p01
R4R-barcode68-contig_1_86	DQ449578.gene.p01
R4R-barcode68-contig_11_47	DQ810789.1.gene1.p01
R4R-barcode70-contig_1_2079	DQ810789.1.gene1.p01
R4R-barcode72-contig_14_177	DQ810789.1.gene1.p01
R4R-barcode74-contig_3_16	DQ810789.1.gene1.p01
R4R-barcode74-contig_3_5	DQ449578.gene.p01
R4R-barcode74-contig_4_3	DQ810789.1.gene1.p01
R4R-barcode74-contig_4_14	DQ449578.gene.p01
R4R-barcode75-contig_1_3696	DQ810789.1.gene1.p01
R4R-barcode76-contig_3_8	DQ449578.gene.p01
R4R-barcode76-contig_4_148	DQ810789.1.gene1.p01
R4R-barcode76-contig_4_5	DQ449578.gene.p01
R4R-barcode77-contig_2_113	gb|BAG55487.1|ARO:3002735|QnrB20
R4R-barcode77-contig_2_5	DQ449578.gene.p01
R4R-barcode77-contig_3_8	DQ810789.1.gene1.p01
R4R-barcode77-contig_4_4	DQ449578.gene.p01
R4R-barcode78-contig_1_113	gb|BAG55487.1|ARO:3002735|QnrB20
R4R-barcode78-contig_1_4	DQ449578.gene.p01
R4R-barcode78-contig_3_49	DQ810789.1.gene1.p01
R4R-barcode78-contig_3_60	DQ449578.gene.p01
R4R-barcode79-contig_4_172	AY156923.1.gene1.p01
R4R-barcode80-contig_1_3676	AAF72530
R4R-barcode81-contig_5_194	AY156923.1.gene1.p01
R4R-barcode81-contig_5_166	AY156923.1.gene1.p01
R4R-barcode82-contig_4_124	DQ810789.1.gene1.p01
R4R-barcode83-contig_3_53	DQ810789.1.gene1.p01
R4R-barcode84-contig_6_15	DQ810789.1.gene1.p01
R4R-barcode85-contig_2_13	DQ810789.1.gene1.p01
R4R-barcode86-contig_3_136	DQ810789.1.gene1.p01
R4R-barcode87-contig_2_47	DQ810789.1.gene1.p01
R4R-barcode88-contig_3_63	DQ810789.1.gene1.p01
R4R-barcode89-contig_2_48	AAF72530
R4R-barcode89-contig_4_134	DQ449578.gene.p01
R4R-barcode91-contig_2_117	AAF72530
R4R-barcode91-contig_4_45	DQ449578.gene.p01
R4R-barcode92-contig_1_145	DQ810789.1.gene1.p01
R4R-barcode93-contig_1_2466	DQ810789.1.gene1.p01
R4R-barcode94-contig_1_2083	DQ810789.1.gene1.p01
R4R-barcode95-contig_9_27	DQ810789.1.gene1.p01
R4R-barcode95-contig_9_6	DQ810789.1.gene1.p01
R4R-barcode96-contig_2_8	DQ810789.1.gene1.p01
R4R-barcode96-contig_5_19	DQ449578.gene.p01
RMB-3R-barcode02-contig_1_21	DQ449578.gene.p01
RMB-3R-barcode03-contig_4_288	DQ449578.gene.p01
RMB-3R-barcode08-contig_1_1108	DQ449578.gene.p01
RMB-3R-barcode08-contig_3_34	ABE98197
RMB-3R-barcode17-contig_1_1108	DQ449578.gene.p01
RMB-3R-barcode17-contig_2_141	ABE98197
RMB-3R-barcode18-contig_1_52	ABE98197
RMB-3R-barcode18-contig_2_4247	DQ449578.gene.p01
RMB-3R-barcode19-contig_1_1667	DQ449578.gene.p01
RMB-3R-barcode19-contig_2_97	ABE98197
RMB-3R-barcode20-contig_1_3408	DQ449578.gene.p01
RMB-3R-barcode20-contig_2_52	ABE98197
RMB-3R-barcode21-contig_1_3969	DQ449578.gene.p01
RMB-3R-barcode21-contig_2_66	ABE98197
RMB-3R-barcode22-contig_4_19	DQ810789.1.gene1.p01
RMB-3R-barcode22-contig_6_69	DQ449578.gene.p01
RMB-3R-barcode22-contig_6_11	DQ449578.gene.p01
RMB-3R-barcode23-contig_1_1107	DQ449578.gene.p01
RMB-3R-barcode23-contig_2_72	ABE98197
RMB-3R-barcode24-contig_14_11	DQ449578.gene.p01
RMB-3R-barcode25-contig_4_46	DQ449578.gene.p01
RMB-3R-barcode26-contig_4_12	DQ449578.gene.p01
RMB-3R-barcode27-contig_2_38	DQ449578.gene.p01
RMB-3R-barcode28-contig_2_53	DQ449578.gene.p01
RMB-3R-barcode29-contig_2_96	DQ449578.gene.p01
RMB-3R-barcode30-contig_2_60	DQ449578.gene.p01
RMB-3R-barcode31-contig_4_42	DQ449578.gene.p01
RMB-3R-barcode32-contig_1_3	DQ449578.gene.p01
RMB-3R-barcode33-contig_1_3820	AAF72530
RMB-3R-barcode35-contig_6_56	DQ449578.gene.p01
RMB-3R-barcode36-contig_5_56	DQ449578.gene.p01
RMB-3R-barcode37-contig_1_50	DQ449578.gene.p01
RMB-3R-barcode38-contig_7_50	EF418608.1.gene1.p01
RMB-3R-barcode39-contig_3_144	EF418608.1.gene1.p01
RMB-3R-barcode40-contig_5_56	DQ449578.gene.p01
RMB-3R-barcode47-contig_1_29	DQ810789.1.gene1.p01
RMB-3R-barcode49-contig_2_43	DQ810789.1.gene1.p01
RMB-3R-barcode49-contig_2_48	DQ449578.gene.p01
RMB-3R-barcode49-contig_3_47	DQ449578.gene.p01
RMB-3R-barcode50-contig_3_952	DQ303918.1.gene1.p01
RMB-3R-barcode50-contig_3_933	EF418608.1.gene1.p01
RMB-3R-barcode50-contig_7_60	DQ449578.gene.p01
RMB-3R-barcode51-contig_1_1	DQ810789.1.gene1.p01
RMB-3R-barcode51-contig_1_53	DQ449578.gene.p01
RMB-3R-barcode51-contig_3_44	DQ449578.gene.p01
RMB-3R-barcode52-contig_1_2128	ABU86807
RMB-3R-barcode52-contig_2_4	DQ449578.gene.p01
RMB-3R-barcode54-contig_5_2	DQ810789.1.gene1.p01
RMB-3R-barcode54-contig_5_14	DQ449578.gene.p01
RMB-3R-barcode55-contig_2_3	DQ810789.1.gene1.p01
RMB-3R-barcode55-contig_2_15	DQ449578.gene.p01
RMB-3R-barcode56-contig_4_37	DQ810789.1.gene1.p01
RMB-3R-barcode56-contig_4_49	DQ449578.gene.p01
RMB-3R-barcode57-contig_6_60	DQ810789.1.gene1.p01
RMB-3R-barcode57-contig_6_8	DQ449578.gene.p01
RMB-3R-barcode76-contig_3_70	DQ449578.gene.p01
RMB-3R-barcode88-contig_4_91	DQ810789.1.gene1.p01
RMB-NoR-barcode03-contig_1_3279	DQ449578.gene.p01
RMB-NoR-barcode05-contig_3_75	DQ810789.1.gene1.p01
RMB-NoR-barcode18-contig_3_53	DQ449578.gene.p01
RMB-NoR-barcode23-contig_2_26	DQ449578.gene.p01
RMB-NoR-barcode26-contig_3_65	gb|WP_109791209.1|ARO:3005639|CTX-M-216
RMB-NoR-barcode26-contig_3_1	gb|WP_136512065.1|ARO:3005649|CTX-M-226
RMB-NoR-barcode26-contig_3_53	DQ449578.gene.p01
RMB-NoR-barcode31-contig_1_42	DQ449578.gene.p01
RMB-NoR-barcode42-contig_9_25	DQ449578.gene.p01
RMB-NoR-barcode43-contig_1_527	AAY27811
RMB-NoR-barcode45-contig_3_61	AAF72530
RMB-NoR-barcode67-contig_2_56	AAF72530
RMB-NoR-barcode75-contig_2_55	DQ449578.gene.p01
RMB-NoR-barcode75-contig_3_63	DQ810789.1.gene1.p01
RMB-NoR-barcode80-contig_2_9	DQ449578.gene.p01
RMB-NoR-barcode80-contig_4_111	AY156923.1.gene1.p01
RMB-NoR-barcode85-contig_5_88	DQ449578.gene.p01
RMB-NoR-barcode88-contig_3_120	DQ449578.gene.p01
RMB-NoR-barcode89-contig_3_11	DQ810789.1.gene1.p01
RMB-NoR-barcode93-contig_3_85	DQ810789.1.gene1.p01
W3R-barcode04-contig_2_78	DQ449578.gene.p01
W3R-barcode10-contig_2_222	DQ449578.gene.p01
W3R-barcode11-contig_9_128	EF418608.1.gene1.p01
W3R-barcode12-contig_1_854	ABU86807
W3R-barcode12-contig_5_10	DQ449578.gene.p01
W3R-barcode13-contig_1_4	DQ449578.gene.p01
W3R-barcode13-contig_2_866	ABU86807
W3R-barcode15-contig_8_30	DQ449578.gene.p01
W3R-barcode15-contig_8_11	DQ449578.gene.p01
W3R-barcode16-contig_1_56	DQ449578.gene.p01
W3R-barcode16-contig_2_140	DQ449578.gene.p01
W3R-barcode17-contig_4_43	DQ810789.1.gene1.p01
W3R-barcode17-contig_4_48	DQ449578.gene.p01
W3R-barcode18-contig_1_3900	DQ810789.1.gene1.p01
W3R-barcode18-contig_1_3894	DQ449578.gene.p01
W3R-barcode21-contig_3_70	AAF72530
W3R-barcode24-contig_5_10	DQ810789.1.gene1.p01
W3R-barcode25-contig_1_30	DQ810789.1.gene1.p01
W3R-barcode25-contig_1_36	DQ449578.gene.p01
W3R-barcode25-contig_3_84	DQ449578.gene.p01
W3R-barcode26-contig_2_13	DQ449578.gene.p01
W3R-barcode27-contig_2_192	DQ449578.gene.p01
W3R-barcode27-contig_6_80	DQ810789.1.gene1.p01
W3R-barcode28-contig_7_7	DQ449578.gene.p01
W3R-barcode29-contig_8_19	DQ449578.gene.p01
W3R-barcode30-contig_8_6	DQ449578.gene.p01
W3R-barcode32-contig_8_53	DQ449578.gene.p01
W3R-barcode33-contig_3_91	DQ810789.1.gene1.p01
W3R-barcode34-contig_9_5	DQ449578.gene.p01
W3R-barcode36-contig_4_29	DQ449578.gene.p01
W3R-barcode37-contig_2_27	DQ449578.gene.p01
W3R-barcode39-contig_1_4	DQ449578.gene.p01
W3R-barcode42-contig_4_11	DQ449578.gene.p01
W3R-barcode43-contig_7_33	DQ449578.gene.p01
W3R-barcode44-contig_4_246	EF418608.1.gene1.p01
W3R-barcode44-contig_4_218	DQ449578.gene.p01
W3R-barcode47-contig_3_5	DQ449578.gene.p01
W3R-barcode48-contig_1_28	DQ449578.gene.p01
W3R-barcode49-contig_4_12	DQ810789.1.gene1.p01
W3R-barcode49-contig_7_117	DQ449578.gene.p01
W3R-barcode50-contig_2_53	DQ449578.gene.p01
W3R-barcode51-contig_6_60	DQ810789.1.gene1.p01
W3R-barcode51-contig_6_48	DQ449578.gene.p01
W3R-barcode52-contig_1_31	ABE98197
W3R-barcode53-contig_2_20	DQ810789.1.gene1.p01
W3R-barcode53-contig_2_8	DQ449578.gene.p01
W3R-barcode53-contig_3_6	DQ449578.gene.p01
W3R-barcode54-contig_2_28	DQ449578.gene.p01
W3R-barcode55-contig_2_23	DQ449578.gene.p01
W3R-barcode55-contig_3_110	DQ449578.gene.p01
W3R-barcode62-contig_3_44	DQ449578.gene.p01
W3R-barcode62-contig_5_9	DQ449578.gene.p01
W3R-barcode68-contig_2_10	DQ449578.gene.p01
W3R-barcode69-contig_3_34	DQ449578.gene.p01
W3R-barcode75-contig_5_17	DQ810789.1.gene1.p01
W3R-barcode75-contig_5_32	DQ449578.gene.p01
W3R-barcode76-contig_4_48	DQ810789.1.gene1.p01
W3R-barcode76-contig_4_36	DQ449578.gene.p01
W3R-barcode77-contig_2_60	DQ810789.1.gene1.p01
W3R-barcode77-contig_2_8	DQ449578.gene.p01
W3R-barcode80-contig_2_6	DQ449578.gene.p01
W3R-barcode83-contig_10_11	DQ449578.gene.p01
W3R-barcode83-contig_12_29	DQ449578.gene.p01
W3R-barcode84-contig_3_12	AY143430.1.gene1.p01
W3R-barcode86-contig_2_5	DQ449578.gene.p01
W3R-barcode86-contig_4_93	DQ810789.1.gene1.p01
W3R-barcode87-contig_7_128	AAF72530
W3R-barcode87-contig_9_55	ABE98197
W3R-barcode92-contig_3_46	ABU86807
W3R-barcode93-contig_3_1933	AAF72530
W3R-barcode93-contig_3_1987	AAF72530
W68-barcode69-contig_10_1714	DQ810789.1.gene1.p01
W68-barcode70-contig_136_7	gb|ACG70184.1|ARO:3002788|QnrD1
W68-barcode70-contig_136_3	gb|ACG70184.1|ARO:3002788|QnrD1
W68-barcode70-contig_2_54	DQ449578.gene.p01
W68-barcode70-contig_32_24	ABE98197
W68-barcode73-contig_3_29	DQ449578.gene.p01
W68-barcode75-contig_5_104	DQ449578.gene.p01
W68-barcode76-contig_3_39	DQ449578.gene.p01
W68-barcode78-contig_7_61	DQ810789.1.gene1.p01
W68-barcode80-contig_3_54	DQ449578.gene.p01
W68-barcode81-contig_2_107	DQ449578.gene.p01
W68-barcode81-contig_4_135	EF418608.1.gene1.p01
W68-barcode81-contig_4_98	DQ449578.gene.p01
W68-barcode84-contig_3_36	DQ449578.gene.p01
W68-barcode85-contig_3_4	DQ449578.gene.p01
W68-barcode86-contig_3_24	DQ303918.1.gene1.p01
W68-barcode86-contig_3_166	Y10278.1.gene1.p01
W68-barcode86-contig_3_9	ABO93588
W68-barcode86-contig_3_15	ABO93588
W68-barcode86-contig_3_159	DQ449578.gene.p01
W68-barcode88-contig_6_30	DQ449578.gene.p01
W68-barcode89-contig_3_85	DQ449578.gene.p01
W68-barcode90-contig_2_21	DQ449578.gene.p01
W68-barcode91-contig_3_85	DQ449578.gene.p01
W68-barcode92-contig_9_146	DQ449578.gene.p01
W68-barcode94-contig_11_90	DQ810789.1.gene1.p01
W68-barcode94-contig_11_5	DQ449578.gene.p01
W68-barcode94-contig_12_15	DQ449578.gene.p01
W68-barcode94-contig_5_158	DQ303918.1.gene1.p01
W68-barcode94-contig_5_139	ABE98197
W68-barcode95-contig_3_41	DQ810789.1.gene1.p01
W68-barcode96-contig_8_72	DQ449578.gene.p01
Wnew4R-barcode01-contig_6_36	DQ810789.1.gene1.p01
Wnew4R-barcode01-contig_6_15	DQ810789.1.gene1.p01
Wnew4R-barcode03-contig_5_40	DQ810789.1.gene1.p01
Wnew4R-barcode04-contig_5_6	DQ810789.1.gene1.p01
Wnew4R-barcode05-contig_2_44	DQ449578.gene.p01
Wnew4R-barcode05-contig_3_74	DQ810789.1.gene1.p01
Wnew4R-barcode06-contig_2_5	DQ449578.gene.p01
Wnew4R-barcode06-contig_3_50	DQ810789.1.gene1.p01
Wnew4R-barcode06-contig_3_55	DQ449578.gene.p01
Wnew4R-barcode07-contig_2_76	DQ449578.gene.p01
Wnew4R-barcode08-contig_4_45	DQ810789.1.gene1.p01
Wnew4R-barcode09-contig_5_18	EF418608.1.gene1.p01
Wnew4R-barcode11-contig_1_4653	EF418608.1.gene1.p01
Wnew4R-barcode12-contig_1_2465	DQ810789.1.gene1.p01
Wnew4R-barcode13-contig_9_45	DQ810789.1.gene1.p01
Wnew4R-barcode14-contig_1_1130	DQ810789.1.gene1.p01
Wnew4R-barcode15-contig_4_20	DQ810789.1.gene1.p01
Wnew4R-barcode15-contig_4_33	DQ449578.gene.p01
Wnew4R-barcode16-contig_3_1133	DQ810789.1.gene1.p01
Wnew4R-barcode17-contig_1_1568	DQ810789.1.gene1.p01
Wnew4R-barcode17-contig_6_199	DQ449578.gene.p01
Wnew4R-barcode18-contig_2_24	AAF72530
Wnew4R-barcode18-contig_8_20	ABU86807
Wnew4R-barcode18-contig_9_53	DQ810789.1.gene1.p01
Wnew4R-barcode18-contig_9_1	DQ449578.gene.p01
Wnew4R-barcode19-contig_3_2096	DQ810789.1.gene1.p01
Wnew4R-barcode20-contig_10_58	DQ810789.1.gene1.p01
Wnew4R-barcode20-contig_10_46	DQ449578.gene.p01
Wnew4R-barcode20-contig_2_16	ABU86807
Wnew4R-barcode20-contig_3_98	AAF72530
Wnew4R-barcode21-contig_1_3181	DQ810789.1.gene1.p01
Wnew4R-barcode21-contig_3_58	DQ449578.gene.p01
Wnew4R-barcode22-contig_1_3188	DQ810789.1.gene1.p01
Wnew4R-barcode22-contig_3_48	DQ449578.gene.p01
Wnew4R-barcode23-contig_5_1739	DQ810789.1.gene1.p01
Wnew4R-barcode23-contig_6_134	DQ449578.gene.p01
Wnew4R-barcode24-contig_1_1131	DQ810789.1.gene1.p01
Wnew4R-barcode25-contig_3_2340	ABY66120
Wnew4R-barcode25-contig_3_2332	DQ449578.gene.p01
Wnew4R-barcode25-contig_4_236	DQ449578.gene.p01
Wnew4R-barcode26-contig_1_4178	DQ810789.1.gene1.p01
Wnew4R-barcode27-contig_2_16	DQ449578.gene.p01
Wnew4R-barcode27-contig_4_45	DQ810789.1.gene1.p01
Wnew4R-barcode27-contig_6_12	DQ449578.gene.p01
Wnew4R-barcode28-contig_13_28	EF418608.1.gene1.p01
Wnew4R-barcode29-contig_12_96	DQ810789.1.gene1.p01
Wnew4R-barcode30-contig_1_1206	DQ810789.1.gene1.p01
Wnew4R-barcode31-contig_3_325	JN790864.1.gene1.p01
Wnew4R-barcode32-contig_1_1131	DQ810789.1.gene1.p01
Wnew4R-barcode33-contig_6_26	DQ810789.1.gene1.p01
Wnew4R-barcode34-contig_2_1256	DQ810789.1.gene1.p01
Wnew4R-barcode35-contig_3_22	DQ810789.1.gene1.p01
Wnew4R-barcode36-contig_1_2465	DQ810789.1.gene1.p01
Wnew4R-barcode37-contig_1_4102	EF418608.1.gene1.p01
Wnew4R-barcode38-contig_21_17	DQ449578.gene.p01
Wnew4R-barcode38-contig_5_45	DQ810789.1.gene1.p01
Wnew4R-barcode38-contig_5_50	DQ449578.gene.p01
Wnew4R-barcode39-contig_3_150	DQ810789.1.gene1.p01
Wnew4R-barcode40-contig_1_1133	DQ810789.1.gene1.p01
Wnew4R-barcode41-contig_8_282	DQ810789.1.gene1.p01
Wnew4R-barcode41-contig_8_288	DQ449578.gene.p01
Wnew4R-barcode42-contig_16_84	DQ810789.1.gene1.p01
Wnew4R-barcode42-contig_16_5	DQ449578.gene.p01
Wnew4R-barcode42-contig_2_2	DQ810789.1.gene1.p01
Wnew4R-barcode42-contig_4_10	DQ449578.gene.p01
Wnew4R-barcode43-contig_1_2080	DQ810789.1.gene1.p01
Wnew4R-barcode44-contig_5_22	DQ810789.1.gene1.p01
Wnew4R-barcode45-contig_7_33	DQ810789.1.gene1.p01
Wnew4R-barcode46-contig_2_2	DQ810789.1.gene1.p01
Wnew4R-barcode47-contig_3_24	DQ810789.1.gene1.p01
Wnew4R-barcode49-contig_2_13	DQ810789.1.gene1.p01
Wnew4R-barcode49-contig_6_168	DQ449578.gene.p01
Wnew4R-barcode50-contig_2_82	DQ810789.1.gene1.p01
Wnew4R-barcode50-contig_2_154	DQ449578.gene.p01
Wnew4R-barcode51-contig_4_3	DQ810789.1.gene1.p01
Wnew4R-barcode52-contig_4_71	DQ810789.1.gene1.p01
Wnew4R-barcode52-contig_4_83	DQ810789.1.gene1.p01
Wnew4R-barcode53-contig_3_61	DQ810789.1.gene1.p01
Wnew4R-barcode54-contig_3_9	EF418608.1.gene1.p01
Wnew4R-barcode54-contig_3_119	DQ449578.gene.p01
Wnew4R-barcode55-contig_16_53	EF418608.1.gene1.p01
Wnew4R-barcode55-contig_16_16	DQ449578.gene.p01
Wnew4R-barcode57-contig_4_21	DQ810789.1.gene1.p01
